article_id,segment_id,segment_text,annee,entity_location,entity_date,entity_location_cam,entity_date_cam,publication_date,heidletime_dates,real_entity_location,real_entity_location_cam,similarity_score,best_term,concept,theme,neutral
5,0,"Produits de consommation : Alerte, on empoisonne !.jeudi 20 août 2009 à 02h24min.Bon nombre de produits alimentaires que nous consommons quotidiennement et qui sont censés nous apporter les éléments nutritifs indispensables à notre mieux-être sont de plus en plus impropres à la consommation. Cest le constat quon peut faire au regard des conditions de mûrissement ou de cuisson de certains produits de consommation mis en vente dans la ville de Sya. Une malheureuse situation qui perdure et qui némeut personne. Pas même les autorités politiques et sanitaires qui ont pourtant le devoir dassurer et de garantir lhygiène alimentaire et la santé des populations. La région des Hauts-Bassins est surtout réputée pour ses énormes potentialités agricoles. Sous leffet conjugué de la richesse de ses sols, dune pluviométrie abondante et dun climat favorable, cette partie ouest du Burkina connaît chaque année une abondante production fruitière notamment dans le Kénédougou. Et ce nest nullement un fait du hasard quand on présente cette province comme le grenier fruitier de notre pays avec ses innombrables vergers qui sétendent à perte de vue. Des oranges, des mangues, des goyaves, de la banane de la papaye, etc. constituent lessentiel des productions fruitières du Kénédougou. Des fruits qui inondent périodiquement les marchés et qui, de ce fait, attirent de nombreux clients pour les besoins de la consommation. Seulement, il y a problème avec certaines habitudes qui commencent à sinstaller chez des revendeurs et des producteurs et qui mettent en péril la qualité naturelle de nos fruits sur les marchés. De quoi sagit il ? La recherche effrénée du gain facile amène de plus en plus certains acteurs de ce secteur dactivité à faire usage de substances chimiques pour le mûrissement ou la cuisson rapide des produits de consommation. Une triste réalité pour de nombreux consommateurs qui ont toujours",2009,"[""'Kénédougou'"", ""'Kénédougou'""]",['jeudi 20 août 2009'],"[""'Sya'"", ""'région des Hauts-Bassins'"", ""'Burkina'"", ""'Kénédougou'"", ""'Kénédougou'""]",['jeudi 20 août 2009 à 02h24min'],2009-08-20,['2009-08-20'],"{'Kénédougou': {'type': 'province', 'lat': '11.403998', 'lon': '-4.985102779774959', 'count': 2}}","{'Hauts-Bassins': {'type': 'region', 'lat': '11.389027500000001', 'lon': '-4.041364986476256', 'count': 1}, 'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}, 'Kénédougou': {'type': 'province', 'lat': '11.403998', 'lon': '-4.985102779774959', 'count': 2}}",0.7883276,aliment dangereux,qualité réduite des aliments,agriculture,0
5,1,"ce secteur dactivité à faire usage de substances chimiques pour le mûrissement ou la cuisson rapide des produits de consommation. Une triste réalité pour de nombreux consommateurs qui ont toujours cherché à sassurer auprès de revendeurs des conditions de mûrissement ou de cuisson de tel ou tel produit avant de sen approvisionner. Des clients qui sentendent souvent dire par ces vendeuses installées aux abords des voies : Rassurez-vous, mes fruits ne sont pas mûris au carbure . Toujours est-il quà Bobo-Dioulasso tout comme dans la plupart de nos centres urbains, la situation devient inquiétante avec lusage abusif du carbure dans le mûrissement de fruits comme la banane, la papaye et les mangues. Le carbure est encore utilisé pour la cuisson rapide de certains aliments haricot, poids de terre..., principalement dans les restaurants par terre afin déconomiser en énergie bois ou gaz. A côté de ces utilisateurs de carbure, il y a ces usines artisanales de production dhuile alimentaire qui pullulent dans la ville de Sya. Il suffit de voir les conditions de production dans les arrière-cours des maisons dhabitation pour se convaincre des dangers réels auxquels sexposent les éventuels consommateurs dhuile alimentaire que nous sommes. Des unités de fabrique sans laboratoire de contrôle pour déterminer la présence ou non du cholestérol, encore moins de sa teneur dans la production. Mais le plus révoltant dans ce cas précis est que la plupart de ces unités de fabrique sont gérées par des opérateurs économiques sans foi ni loi disposant dagrément les autorisant à mener impunément leurs activités sans pour autant remplir les conditions dhygiène exigées en la matière. Les unités de fabrique de pain ne sont pas elles non plus exemptes de tout reproche. Des boulangers mercantiles nhésitent pas à rouler leur client dans la farine. Ils utiliseraient, en effet, des substances",2009,"[""'Bobo-Dioulasso'""]",[],"[""'Bobo-Dioulasso'"", ""'Sya'""]",[],2009-08-20,[],"{'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}}","{'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}}",0.6451685,rationnement des denrées,rupture de stock alimentaire,agriculture,0
5,2,"de pain ne sont pas elles non plus exemptes de tout reproche. Des boulangers mercantiles nhésitent pas à rouler leur client dans la farine. Ils utiliseraient, en effet, des substances cancérigènes pour gonfler le pain et espérer faire de gros bénéfices. Ce qui est sûr, il y a péril en la demeure et il est temps pour les autorités sanitaires de notre pays de sortir de leur silence afin darrêter ce phénomène dintoxication et dempoisonnement. Une indifférence qui frise lindignation voire la révolte dans un pays où déjà la grande majorité de la population ne mange que ce quelle gagne et non ce quelle veut. Et il ne serait pas exagéré aujourdhui de lier létat de nos hôpitaux qui ne désemplissent guère à ces nombreux produits de consommation aux qualités douteuses. Jonas Apollinaire Kaboré LObservateur Paalga",2009,[''],[],[''],['aujourdhui'],2009-08-20,[],{},{},0.70379734,moyen de subsistance en danger,famine,alimentaire,0
6,1,"les situations durgence sont caractérisées par lagitation, linsécurité, linsalubrité, ainsi que des approvisionnements insuffisants deau propre, de nourriture, de combustibles, daides médicales et dabris. Même si la situation nest pas alarmante dans le cas du Burkina Faso, il y a lieu, selon le ministre, de parer à toute éventualité car a-t-il souligné notre pays connaît aussi des situations durgence avec les inondations, les périodes de soudure, les sécheresses qui mettent à rude épreuve les populations. Pour le représentant de lUNICEF, Hervé Périès, le soutien à lallaitement maternel hors situation de crise est le meilleur moyen de renforcer la capacité des mères à gérer ce type desituation lorsquelle survient. Doù la nécessité, selon lui, de renforcer dès maintenant, toutes les actions visant la protection et la promotion de lallaitement maternel. Si lallaitement maternel reste une pratique très courante au Burkina, lallaitement exclusif au cours des six premiers mois de vie reste peu fréquente. Le taux dallaitement exclusif est de moins de 10 , alors que 98 des enfants de moins de cinq ans sont allaités. Pour Hervé Périès, le Burkina Faso doit encore fournir des efforts en matière de sensibilisation afin daméliorer le taux dallaitement exclusif au plan national, à linstar de certains pays voisins comme le Mali, le Bénin et le Ghana qui dépassent 40 de taux dallaitement exclusif. Selon la coordonnatrice nationale de lAssociation pour la promotion de lalimentation infantile au Burkina Faso APAIB, Madeleine Da, 3 500 vies pourraient être sauvées par jour dans le monde si tous les bébés étaient exclusivement nourris au sein durant les six premiers mois de vie. Pour cela, elle a apprécié les efforts fournis par les autorités dans la promotion de lallaitement maternel exclusif. Parmi ces efforts, figure en bonne place ladoption en 1993, dun décret sur la commercialisation des substituts du",2009,"[""'Burkina Faso'"", ""'Burkina Faso'""]",['1993'],"[""'Burkina Faso'"", ""'Burkina'"", ""'Burkina Faso'"", ""'Mali'"", ""'Bénin'"", ""'Ghana'""]","['maintenant', 'cinq ans', 'en 1993']",2009-08-10,"['2009-08-10', '1910', '1993']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 2}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.6415264,crise de subsistances,famine,alimentaire,0
6,2,"efforts fournis par les autorités dans la promotion de lallaitement maternel exclusif. Parmi ces efforts, figure en bonne place ladoption en 1993, dun décret sur la commercialisation des substituts du lait maternel. LAPAIB, depuis sa création, sest illustrée dans la promotion de lallaitement maternel aux côtés des autorités politiques, à travers son vaste programme : Initiative hôpitaux amis des bébés dont le but est de créer un environnement sain dans les centres de santé. Fatouma Sophie OUATTARA Sidwaya",2009,[''],['1993'],[''],['en 1993'],2009-08-10,['1993'],{},{},0.55567575,moyen de subsistance en danger,famine,alimentaire,0
7,1,"de 27,58 par rapport à 2007. Cette situation sexplique par le soutien plus accru à la production et la mise en route de nouveaux programmes de soutien à la culture de contre-saison. Dans un pays à dominante agricole où les changements climatiques influencent de plus en plus la production agricole, le réseau estime que lenvironnement est un domaine dinvestissements émergent qui doit mobiliser davantage defforts. Enfin, le secteur organisation, appui institutionnel, infrastructures et équipements a mobilisé plus de 600 millions. Conformément à la mission quelle a reçue des Pères Evêques à sa création en 1998, lorganisation intervient sans distinction aucune dans loptique de faire rayonner la charité chrétienne à travers la solidarité et le partage, à promouvoir le développement intégral de tout homme et de tout lhomme, œuvrer à la promotion de la justice sociale, de la paix et des droits humains au Burkina Faso, en Afrique et dans le monde. En dix ans dexistence, lOCADES Caritas Burkina a mobilisé et injecté plus de 35 milliards de FCFA dans léconomie du Burkina Faso grâce au soutien de ses partenaires. En plus de ses réalisations, lOCADES Caritas Burkina met un point dhonneur à laccompagnement et léducation des populations à lautopromotion, au développement et à la charité. Elle œuvre à ce que les bénéficiaires de ses actions ne sombrent pas dans la posture misérabiliste de lassistanat permanent mais quils soient eux-mêmes les principaux bâtisseurs de leur devenir. Cest une vision ontologique est holistique du développement. Le rapport 2008 es disponible sur le site Pour faire face aux conséquences des inondations, lEglise a mobilisé plus de 44 millions de FCFA suite à lappel des Evêques. En réponse à lappel du Chef de lEtat, 12 millions ont été remis au comité ad hoc pour la prise en charge des sinistrés. Par ailleurs, le Secrétaire",2009,"[""'Burkina Faso'"", ""'Burkina Faso'""]","['2007', '1998']","[""'Burkina Faso'"", ""'Afrique'"", ""'Burkina'"", ""'Burkina Faso'"", ""'Burkina'"", ""'Evêques'""]","['à 2007.', 'en 1998,', 'En dix ans', '2008']",2009-10-29,"['2007', '1998', '2008']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 2}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 2}}",0.69685376,surexploitation agricole,dégradation environnementale,environment,0
7,2,"des Evêques. En réponse à lappel du Chef de lEtat, 12 millions ont été remis au comité ad hoc pour la prise en charge des sinistrés. Par ailleurs, le Secrétaire Exécutif National de lOCADES Caritas Burkina, lAbbé Isidore Ouédraogo assure la vice-présidence du Comité de Gestion des inondations du 1er septembre au nom des communautés religieuses et traditionnelles. Aux chrétiens et aux hommes de bonne volonté, lEglise exhorte à la charité effective et affective. Les communautés humaines peuvent tout faire, tout posséder, tout réaliser parler les langues des hommes et des anges ..., connaître les mystères et les sciences .. . avoir une foi à transporter les montagnes ..., distribuer tous leurs biens en aumône . .. livrer leurs corps aux flammes .. ., si elles nont pas la charité, cela ne sert à rien ! 1 Cor13, 1-13. Arsène Flavien BA TIONO : Chargé de Communication et de Plaidoyer",2009,[''],['1er septembre'],"[""'Burkina'""]",['1er septembre'],2009-10-29,['2010-09-01'],{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.6737217,aide humanitaire,aide humanitaire non alimentaire ou non specifiée,alimentaire,0
8,1,"faible revenu à pratiquer les tarifs appliqués dans les structures hospitalières publiques. Pour le Premier ministre Tertius Zongo, la clinique les Genêts sinscrit dans une vision volontariste qui est celle du gouvernement : bousculer les habitudes en matière de traitement, de prise en charge et dévacuation sanitaire. Mais tout cela doit être orienté vers la régulation, le respect des normes y relatives, a-t-il ajouté. La clinique les Genêts est bâtie sur une superficie des 2500 m2. 52 employers permanents, 14 prestataires et 34 médecins vacataires y travaillent. Lassané YAMEOGO Collaborateur Sidwaya",2009,"[""'clinique les Genêts'"", ""'clinique les Genêts'""]",[],"[""'clinique les Genêts'"", ""'clinique les Genêts'""]",['2500 m'],2009-05-13,[],{},{},0.72196054,moyen de subsistance en danger,famine,alimentaire,0
9,1,"Mexique. Les pays les plus touchés sont le Mexique et les Etats-Unis. A la date du 29 avril 2009, 148 cas ont été confirmés dans 10 pays dont 8 décès. Le virus se propage rapidement. Et beaucoup de pays sont atteints 15 pays au moins avec 390 cas. La grippe AH1N1, menace le monde entier. Elle est une pandémie imminente. Et les experts de lOMS au Burkina qui ont co-animé la conférence de presse ont expliqué que lalerte à cette maladie est actuellement au niveau 5 sur une échelle de 6. Cela vise à éveiller lattention de la communauté internationale pour limiter la propagation du virus AH1N1. Aucun pays nest à labri de cette maladie et lOMS recommande que les pays renforcent leur système de surveillance épidémiologique. Le continent africain commence aussi a enregistrer des cas suspects : deux en Afrique du Sud et un au Bénin un pays frontalier au Burkina. Toutefois, le secrétaire général du ministère de la Santé recommande à la population burkinabè de ne pas céder à la panique. Aucun cas na encore été notifié au Burkina et le dispositif de surveillance sera renforcé sur la détection précoce déventuels cas et leur prise en charge, a déclaré Pr Traoré. En cas de voyage dans un pays ayant déclaré des cas confirmés ou suspects, les spécialistes conseillent de prendre des mesures suivantes : éviter les lieux de rassemblement public, respecter les règles dhygiène élémentaire lavage soigneux et régulier des mains, aération des pièces. Au retour du voyage, il faut prendre contact avec un spécialiste de la santé si des symptômes de grippe apparaissent dans les sept jours. Les symptômes ou manifestations cliniques de la grippe AH1N1 ne sont pas spécifiques et sapparentent à ceux dune grippe classique. Il sagit de fièvre, de toux, découlement nasal, de douleurs",2009,"[""'Mexique'"", ""'Mexique'"", ""'Etats-Unis'"", ""'Burkina'"", ""'Afrique du Sud'"", ""'Bénin'"", ""'Burkina'"", ""'Burkina'""]",['29 avril 2009'],"[""'Mexique'"", ""'Mexique'"", ""'Etats-Unis'"", ""'Burkina'"", ""'Afrique du Sud'"", ""'Bénin'"", ""'Burkina'"", ""'Burkina'""]","['29 avril 2009,', 'sept jours']",2009-05-04,"['2009-04-29', '2009-05-04']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 3}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 3}}",0.56366926,épidemie animale,organismes invasifs et pestes animales,agriculture,0
10,1,"Ces efforts ont abouti à des résultats très importants et on peut dire que pendant les deux dernières années par exemple, on assiste à une diminution du nombre de nouvelles infections et aussi une diminution de la mortalité. Cependant, lespace abrite aujourdhui environ 5 millions de personnes vivant avec le VIH et ceci constitue un problème majeur de santé et de développement avec 400 000 personnes sous traitement ARV. On a une couverture moyenne assez basse de 30. Mais la couverture des interventions en matière de prévention de la transmission mère- enfant est en deçà de ce pourcentage de 30. S. : Le présent atelier a planché entre autres, sur lamélioration de laccès aux ARV. Quels sont les objectifs de prise en charge que lOOAS cherche à atteindre ? C.B. : De façon générale, lOrganisation ouest africaine de la santé considère quune riposte efficace doit être caractérisée par un renforcement de laccès à des services de qualité en matière de prévention, traitement, soins et services dappui à tout ce dont on a besoin. Cest la vision de la région par rapport aux interventions en matière de VIHSida. La mission de lOOAS consiste globalement à harmoniser les procédures, encourager les échanges dexpériences entre les pays membres, mettre en commun les ressources afin de trouver dune façon stratégique des solutions communes aux problèmes communs. Latelier visait à trouver les points de convergence dans le cadre du traitement ARV et la prise en charge des personnes vivant avec le VIHSida dans lespace CEDEAO. Cest çà lobjectif majeur. Cest vrai que latelier est un élément dun processus entamé il y a peu de temps. Le processus a commencé avec une observation de la prise en charge des PVVIH dans lespace CEDEAO en essayant de répondre à deux questions fondamentales : Quest-ce que les pays",2009,"[""'lespace CEDEAO'"", ""'lespace CEDEAO'""]",[],[''],"['les deux dernières années', 'aujourdhui environ 5']",2009-11-17,"['2030', '2030']",{},{},0.64334846,moyen de subsistance en danger,famine,alimentaire,0
10,4,"la santé OMS. Nous soutenons aussi les pays de la région à développer des capacités de contrôle de qualité de ces médicaments. Cest un programme assez large avec plusieurs axes dintervention. Nous considérons que produire des médicaments dans la région, qui puissent être utilisés en première ligne dans le traitement du VIH, est un objectif réalisable. Par exemple, les médicaments que lOOAS doit fournir au Togo et à la Gambie ce mois-ci novembre 2009, sont produits au Ghana. Cest progressivement que nous y arriverons. S. : En dehors de leffort communautaire, comment appréciez-vous lengagement des partenaires aux côtés de la CEDEAO pour lamélioration de laccès au traitement de la maladie ? C.B. : Lun des objectifs de lOOAS est de fédérer les efforts des partenaires. Dans ce cadre, nous travaillons de concert avec les organisations du système des Nations unies, lOMS. Je vais donner trois exemples de cette collaboration. Pour létude sur lharmonisation des prises en charge dans les pays, nous avons pris les références du guide de traitement élaboré par lOMS. Léquipe inter-pays de lOMS, basée à Ouagadougou, a été associée à ce projet. Nous avons aussi des projets dintervention avec lONUSIDA avec laquelle nous travaillons à élaborer un plan stratégique de lutte contre la maladie. Ce sera un instrument de plaidoyer pour la mobilisation des ressources. Nous sommes aussi en partenariat avec un projet financé par lUSAID. Je noublie pas les autres organisations internationales, car leur mobilisation est très importante, que ce soit avec les organismes nationaux ou sous-régionaux comme lOOAS. S. : Quels sont les avantages dune harmonisation de la prise en charge des PVVIH pour les malades de lespace CEDEAO ? C.B. : Je vais répondre à cette question par des exemples très pratiques. Nous partageons un espace commun que nous voudrions que ce soit un",2009,"[""'Togo'"", ""'Gambie'"", ""'Ghana'"", ""'Ouagadougou'""]",['novembre 2009'],"[""'Togo'"", ""'Gambie'"", ""'Ghana'"", ""'Ouagadougou'"", ""'CEDEAO'""]","['novembre 2009,']",2009-11-17,"['2009-11', '2009-11']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}",0.55302507,moyen de subsistance en danger,famine,alimentaire,0
10,5,"malades de lespace CEDEAO ? C.B. : Je vais répondre à cette question par des exemples très pratiques. Nous partageons un espace commun que nous voudrions que ce soit un espace de citoyens. Si les références des traitements ne sont pas les mêmes, on risque de poser des problèmes aux gens qui bougent dun pays à lautre. Si on prend par exemple ceux qui empruntent le corridor qui part dAbidjan à Lagos, ou encore les populations vivant dans les zones frontalières et à cheval entre deux pays, lharmonisation des traitements est fondamentale pour celles-ci. Si je pars de Bobo-Dioulasso à Bamako et on me propose là-bas un autre traitement, cela pose la question de la continuité du traitement. Les achats groupés représentent un autre enjeu non moins important lié à lharmonisation des procédures. Si je traite avec un médicament et mon voisin, un autre, on ne peut pas acheter ensemble. Alors que lachat groupé est une condition pour avoir un meilleur prix. Même si la production nest pas locale, même si nous devons acheter ailleurs, acheter une grande quantité de produits est avantageux du point de vue des prix. La qualité du traitement et le faible coût des médicaments sont des arguments assez forts qui nous poussent vers lharmonisation des procédures. S. : A quoi conditionnez-vous la réussite du présent atelier sur lamélioration de laccès aux ARV ? C.B. : Latelier est une étape dun processus. Nous avons ressorti les divergences et discuté des possibilités de convergence. En termes de proposition de travail pour 2010, nous avons posé la question aux 15 pays représentés aux travaux : Quels appuis attendez-vous de lOOAS sur les points de convergences ? LOOAS peut-elle vous soutenir pour aller vers cette convergence ? Les participants ont formulé des propositions dintervention de lOrganisation dans les pays.",2009,"[""'Lagos'"", ""'Bobo-Dioulasso'"", ""'Bamako'""]",['2010'],"[""'dAbidjan'"", ""'Lagos'"", ""'Bobo-Dioulasso'"", ""'Bamako'""]","['2010,']",2009-11-17,['2010'],"{'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}}","{'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}}",0.5267067,moyen de subsistance en danger,famine,alimentaire,0
