text,label,text_length
Kouentou,village,8
Djandoro,village,8
Moukouma,village,8
Fandiora,village,8
Kondilma,village,8
Lomagara,village,8
Djerisso,village,8
Keindeni,village,8
Duowakuy,village,8
Toezouri,village,8
Nassobdo,village,8
Diassaga,village,8
Boadiaga,village,8
Kenemene,village,8
Natougou,village,8
Sabtoana,village,8
Watinoma,village,8
Toungare,village,8
Kotchari,village,8
Lougouri,village,8
Niankore,village,8
Kabougou,village,8
Pelkisga,village,8
Tansarga,village,8
Rassomde,village,8
Sansanga,village,8
Nibiella,village,8
Rakounga,village,8
Diouroum,village,8
Imassoum,village,8
Vaagogho,village,8
Boussoum,village,8
Konli Ii,village,8
Tambouli,village,8
Rawilgue,village,8
Guessere,village,8
Koumbane,village,8
Vipalogo,village,8
Kalkouri,village,8
Kalekome,village,8
Bagtogdo,village,8
Dayoubsi,village,8
Bolontou,village,8
Faougodo,village,8
Goulagou,village,8
Koswinde,village,8
Sekoussi,village,8
Bogmissi,village,8
Yabonsgo,village,8
Doussare,village,8
Komsilga,village,8
Koumyari,village,8
Koulbila,village,8
Tansombo,village,8
Dimkoura,village,8
Gourbare,village,8
Diapalga,village,8
Yirtaore,village,8
Dissanga,village,8
Ouapassi,village,8
Zongbega,village,8
Ouissiga,village,8
Sougouma,village,8
Kourouma,village,8
Katofona,village,8
Guiguima,village,8
Gnignana,village,8
Foulasso,village,8
Zerounda,village,8
Boborola,village,8
Bebougou,village,8
Koundimi,village,8
Gorpouly,village,8
Zangouka,village,8
Koredeni,village,8
Dierisso,village,8
Bouloude,village,8
Bouressa,village,8
Djiengue,village,8
Zangboni,village,8
Madougou,village,8
Banakoro,village,8
Dakiegre,village,8
Faradjan,village,8
Korokina,village,8
Gnafongo,village,8
Finlande,village,8
Djigouan,village,8
Korkorla,village,8
Pelignan,village,8
Diossogo,village,8
Temekina,village,8
Sefina I,village,8
N'dorola,village,8
Fanfiela,village,8
Tatalama,village,8
Famberla,village,8
Bangasso,village,8
Nianware,village,8
Sindorla,village,8
Sassamba,village,8
Nangorla,village,8
Morolaba,village,8
Wempea I,village,8
Banounou,village,8
Niongono,village,8
Timperba,village,8
Rengueba,village,8
Kokoroba,village,8
Dabokiri,village,8
Bohokari,village,8
Bounouba,village,8
Kounkane,village,8
Lablango,village,8
Seloguin,village,8
Outourou,village,8
Baszaido,village,8
Noussoun,village,8
Monsonon,village,8
Koflande,village,8
Bouboura,village,8
Siankoro,village,8
Moundian,village,8
Faramana,village,8
Niessega,village,8
M'pogona,village,8
Serekeni,village,8
Kolokaka,village,8
Kassanga,village,8
Bouahoun,village,8
Tiomboni,village,8
Rapougma,village,8
Kolokolo,village,8
Tierkora,village,8
Sokoroni,village,8
Sintasso,village,8
Kartasso,village,8
Koutoura,village,8
Dobougou,village,8
Dinguiri,village,8
Kassande,village,8
Diefoula,village,8
Dionkele,village,8
Dioforma,village,8
Rondolga,village,8
Pinguina,village,8
Manifele,village,8
Sembleni,village,8
Saganako,village,8
Madiasso,village,8
Tomodjan,village,8
Ziwayiri,village,8
Tegsagbo,village,8
Tantoaga,village,8
Djimagli,village,8
Diegbala,village,8
Koumlela,village,8
Goghin 1,village,8
Goghin 2,village,8
Dapelogo,village,8
Binadeni,village,8
Nayambse,village,8
Sikideni,village,8
Tamporin,village,8
Koudiere,village,8
Louargou,village,8
Doaligou,village,8
Kodjonti,village,8
Diangaie,village,8
Comboari,village,8
Yactenga,village,8
Daguilma,village,8
Seguedin,village,8
Koryombo,village,8
Loumbila,village,8
Pendissi,village,8
Yantenga,village,8
Kikideni,village,8
Komangou,village,8
Tansouka,village,8
Tankoala,village,8
Dinkiena,village,8
Lonadeni,village,8
Pousghin,village,8
Kotougou,village,8
Sambrado,village,8
Diabatou,village,8
Carimama,village,8
Bassieri,village,8
Seloghin,village,8
Tanlouka,village,8
Kaonghin,village,8
Bagraogo,village,8
Tinsalgo,village,8
Setougou,village,8
Zormogdo,village,8
Golmidou,village,8
Niamanga,village,8
Dassouri,village,8
Goundrin,village,8
Mourdeni,village,8
Tambetin,village,8
Tanlalle,village,8
Bastioua,village,8
Sankango,village,8
Boudabga,village,8
Sabrouko,village,8
Bamasgou,village,8
Sommassi,village,8
Tantiana,village,8
Tebodogo,village,8
Partiaga,village,8
Boilghin,village,8
Mandiari,village,8
Bagayiri,village,8
Boulpore,village,8
Bantogdo,village,8
Manefyam,village,8
Taonsogo,village,8
Thiargou,village,8
Doanghin,village,8
Gourpila,village,8
Tampella,village,8
Listenga,village,8
Moetinga,village,8
Didiemba,village,8
Yankasso,village,8
Tangande,village,8
Pikoinse,village,8
Tampanga,village,8
Taonsgho,village,8
Tabtenga,village,8
Tinsouka,village,8
Sanewabo,village,8
Sabioken,village,8
Saatenga,village,8
Soumakuy,village,8
Wavousse,village,8
Zekounga,village,8
Tamanega,village,8
Lantaogo,village,8
Kalbeika,village,8
Guilguin,village,8
Finougou,village,8
Daboadin,village,8
Kombeole,village,8
Berenkuy,village,8
Baadnogo,village,8
Santiari,village,8
Bartiaga,village,8
Birmonga,village,8
Boudieri,village,8
Tankimbo,village,8
Nadiagou,village,8
Kpadiari,village,8
Tougouya,village,8
Ouargaye,village,8
Nehourou,village,8
Dambatao,village,8
Namounou,village,8
Ganayiri,village,8
Wamtinga,village,8
Goutoula,village,8
Tambokin,village,8
Ouro-Aou,village,8
Oubrinou,village,8
Niabpani,village,8
Guessoum,village,8
Gaboanli,village,8
Datougou,village,8
Kebakoro,village,8
Nimpouya,village,8
Boaligou,village,8
Sangahai,village,8
Barbagou,village,8
Bantombo,village,8
Gaboassi,village,8
Koussana,village,8
Gomtoaga,village,8
Manezago,village,8
Namagdou,village,8
Nalongou,village,8
Barbouli,village,8
Korongou,village,8
Karimama,village,8
Koudouma,village,8
Dorongou,village,8
Santelma,village,8
Dabilgou,village,8
Bouskomi,village,8
Badalgou,village,8
Raotenga,village,8
Sampella,village,8
Kankandi,village,8
Kalbouli,village,8
Foabonga,village,8
Dahangou,village,8
Tourmaye,village,8
Tongmene,village,8
Tanfouri,village,8
Sabtenga,village,8
Mahadaga,village,8
Kalimama,village,8
Diabonli,village,8
Tantiaka,village,8
Ouaboidi,village,8
Ragounda,village,8
Dinalaye,village,8
Dadounga,village,8
Bonsiega,village,8
Wavougue,village,8
Zougouna,village,8
Rambouli,village,8
Baossome,village,8
Diamanga,village,8
Bossaori,village,8
Sampieri,village,8
Nangouna,village,8
Naboamou,village,8
Diakonli,village,8
Boupiena,village,8
Mamangou,village,8
Morideni,village,8
Tampouya,village,8
Kodjoari,village,8
Tcheriba,village,8
Sirakele,village,8
Nagbandi,village,8
Mopienga,village,8
Thimguem,village,8
Lanyabdi,village,8
Lampiadi,village,8
Fogoutte,village,8
Petanaye,village,8
Saigouma,village,8
Seleguin,village,8
Kadjoaga,village,8
Zinikoui,village,8
Diandeni,village,8
Bascorma,village,8
Barhiaga,village,8
Keleguem,village,8
Tambarga,village,8
Madjoari,village,8
Yourouna,village,8
Gangasse,village,8
Coewinga,village,8
Dagomkom,village,8
Mereteon,village,8
Nabateon,village,8
Mafoulou,village,8
Lefourba,village,8
Koumnogo,village,8
Imiougou,village,8
Lonkakuy,village,8
Kounadia,village,8
Douoteon,village,8
Pittenga,village,8
Daboulga,village,8
Yapoteon,village,8
Regtenga,village,8
Igondega,village,8
Ziamasso,village,8
Boulguin,village,8
Zinsiere,village,8
Baonguin,village,8
Kombilga,village,8
Barryera,village,8
Djegonao,village,8
Dougasso,village,8
Dountela,village,8
Sankanse,village,8
Oueguela,village,8
Ouintini,village,8
Zengahan,village,8
Toulpouo,village,8
Boudghin,village,8
Namtenga,village,8
Dimtenga,village,8
Konglore,village,8
Gompelgo,village,8
Daouirba,village,8
Boulhiba,village,8
Tintoura,village,8
Tiopanao,village,8
Naboudin,village,8
Tiossera,village,8
Tobroura,village,8
Tohevara,village,8
Ouampega,village,8
Gorbilin,village,8
Torohiri,village,8
Kamtenga,village,8
Gassongo,village,8
Dargouma,village,8
Zomkalga,village,8
Nimpougo,village,8
Souryala,village,8
Gourpouo,village,8
Tankoaga,village,8
Hobikoko,village,8
Inguilbo,village,8
Bagadogo,village,8
Kponkpon,village,8
Naradjou,village,8
Vavidjou,village,8
Amimbiri,village,8
Sandiaba,village,8
Nabmassa,village,8
Bielmira,village,8
Vouzabri,village,8
Dapladio,village,8
Diattara,village,8
Sitipiga,village,8
Sologo I,village,8
Foumbira,village,8
Badnongo,village,8
Halahera,village,8
Intohini,village,8
Foutanga,village,8
Yoabghin,village,8
Moukouna,village,8
Kpanhila,village,8
Ormitara,village,8
Pampouna,village,8
Baskondo,village,8
Yalgo Ii,village,8
Ouahabou,village,8
Diakarga,village,8
Kaonguin,village,8
Rimkilga,village,8
Poulalle,village,8
Palsegue,village,8
Kpossara,village,8
Loropeni,village,8
Niangdin,village,8
Labarani,village,8
Lilboure,village,8
Niantana,village,8
Niofrera,village,8
Kianghin,village,8
Perkoura,village,8
Gomnaore,village,8
Kodougou,village,8
Bourasso,village,8
Toumpena,village,8
Nabangou,village,8
Banipouo,village,8
Naloanga,village,8
Nioniogo,village,8
Nartenga,village,8
Mastenga,village,8
Donkoura,village,8
Ouagamce,village,8
Tidimtoa,village,8
Filakora,village,8
Poudiene,village,8
Kyenekuy,village,8
Panassin,village,8
Gbonkoro,village,8
Kolonkan,village,8
Nessanon,village,8
Houlbera,village,8
Iridiaka,village,8
Kelgbora,village,8
Djibasso,village,8
Oukouera,village,8
Diekuini,village,8
Pensiaka,village,8
Pokarana,village,8
Kelindou,village,8
Vourbira,village,8
Bouyague,village,8
Bourkoum,village,8
Gnimbare,village,8
Tempoure,village,8
Gueguere,village,8
Koregnon,village,8
Kourkour,village,8
Bonessin,village,8
Dianghin,village,8
Dombiere,village,8
Maoulena,village,8
Dianthou,village,8
Massakuy,village,8
Pitmoaga,village,8
Mampoura,village,8
Nahinena,village,8
N'dohira,village,8
Kalayiri,village,8
Gouloure,village,8
Manevire,village,8
Goulanda,village,8
Dolindia,village,8
Kamadena,village,8
Komtoega,village,8
Gassingo,village,8
Danierma,village,8
Tienlour,village,8
Kontigue,village,8
Boulkpan,village,8
Brambera,village,8
Djikando,village,8
Sirakoro,village,8
Samsagbo,village,8
Youloupo,village,8
Niampira,village,8
Ouarakuy,village,8
Saleteon,village,8
Tampouor,village,8
Zelinkpe,village,8
Djiepera,village,8
Galgouli,village,8
Gbakonao,village,8
Gbantara,village,8
Gasdonka,village,8
Gorotara,village,8
Houlmana,village,8
Battanga,village,8
Kohinena,village,8
Kotikora,village,8
Nassiega,village,8
Kounkana,village,8
Samboaga,village,8
Kparanta,village,8
Ouagoule,village,8
Kpatoura,village,8
Kpintana,village,8
Kuekuera,village,8
Logolona,village,8
Wemtenga,village,8
Tiguitin,village,8
Nintenga,village,8
Dosborgo,village,8
Badinogo,village,8
Togtenga,village,8
Dinkabra,village,8
Barkoura,village,8
Difitara,village,8
Burkinao,village,8
Yelbouga,village,8
Diassara,village,8
Djonlera,village,8
Dounkora,village,8
Dountelo,village,8
Koursera,village,8
Kpalbalo,village,8
Loukoura,village,8
Noukuero,village,8
N'tohero,village,8
Ouidtaro,village,8
Toma-Ile,village,8
Tiarkiro,village,8
Torkiaro,village,8
Niassari,village,8
Barkpera,village,8
Zimtanga,village,8
Wattigue,village,8
Naftenga,village,8
Nohoungo,village,8
Pissalgo,village,8
Dandgara,village,8
Boalin 2,village,8
Boalin 1,village,8
Balarkar,village,8
Niabouri,departement,8
Gnanghin,village,8
Zimtenga,departement,8
Zimtanga,departement,8
Napalgue,village,8
Mawarida,village,8
Tougouri,departement,8
Fetorane,village,8
Kamseogo,village,8
Dienwely,village,8
Kokologo,departement,8
Nandiala,departement,8
Tampelga,village,8
Tanllale,village,8
Loumpini,village,8
Lagbilin,village,8
Koulhoko,village,8
Foutouri,departement,8
Madjoari,departement,8
Foubando,village,8
Damkarko,village,8
Bondbila,village,8
Namounou,departement,8
Nobsgogo,village,8
Barga Ii,village,8
Tabaongo,village,8
Zanamogo,village,8
Zomkalgo,village,8
Baonghin,village,8
Nienanou,village,8
Medougou,village,8
Cinkanse,village,8
Mantamou,village,8
Songodin,village,8
Koulerou,village,8
Komsilga,departement,8
Kiniwaga,village,8
Niniongo,village,8
Sibtenga,village,8
Komtoèga,departement,8
Kassirin,village,8
Daltenga,village,8
Kanougou,village,8
Goaragui,village,8
Ouargaye,departement,8
Kessekuy,village,8
Damgagui,village,8
Baskouré,departement,8
Dialgaye,departement,8
Peotenga,village,8
Gounghin,departement,8
Biguissi,village,8
Partiaga,departement,8
Tansarga,departement,8
Zambanga,village,8
Rokoutin,village,8
Seytenga,departement,8
Aribinda,departement,8
Loughary,village,8
Koulhole,village,8
Boundoré,departement,8
Youkouka,village,8
Kogyende,village,8
Bondigui,departement,8
Keglesse,village,8
Guéguéré,departement,8
Bousséra,departement,8
Boussera,departement,8
Bissigui,village,8
Loropéni,departement,8
Périgban,departement,8
Pérignan,departement,8
Cascades,region,8
Niakongo,village,8
Manzoule,village,8
Koussaro,village,8
Bassouan,village,8
Noumbiel,province,8
Guiemsim,village,8
Ringuema,village,8
Sampelga,departement,8
Faramana,departement,8
Gorgadji,departement,8
Sienkoro,village,8
Kourouma,departement,8
Morolaba,departement,8
Barganse,village,8
N'Dorola,departement,8
Loatenga,village,8
Konkoara,village,8
Kolgosom,village,8
Kogonere,village,8
Gorbelle,village,8
Lâ-Todin,departement,8
Kossouka,departement,8
Wilbouma,village,8
Magadogo,village,8
Loundogo,village,8
Guirmogo,village,8
Mangagou,village,8
Dapélogo,departement,8
Loumbila,departement,8
Tangouna,village,8
Tatoukou,village,8
Somyalka,village,8
Tin-Akof,departement,8
Lanfiéra,departement,8
Guelkoto,village,8
Kougpela,village,8
Youmbara,village,8
Nakombgo,village,8
Bankandi,village,8
Bisserke,village,8
Komonkuy,village,8
Gnitegba,village,8
Ouanagou,village,8
Oueguedo,village,8
Ounzeogo,village,8
Piroukou,village,8
Pouswaka,village,8
Alhamdou,village,8
Temnaore,village,8
Tamponga,village,8
Sibidogo,village,8
Sankonde,village,8
Sandoure,village,8
Perigban,village,8
Soumagou,village,8
Teodoure,village,8
Tisselin,village,8
Sinkoura,village,8
Tankoura,village,8
Waribere,village,8
Wekanale,village,8
Mariasso,village,8
Doubghin,village,8
Tohedera,village,8
Tanlargo,village,8
Bamboura,village,8
Banipoul,village,8
Gando Ii,village,8
Diangara,village,8
Niongsin,village,8
Diolompo,village,8
Dolonsie,village,8
Koulogho,village,8
Koukoure,village,8
Konlebse,village,8
Gbongane,village,8
Gbonsera,village,8
Kampoaga,village,8
Bankouma,village,8
Koutenao,village,8
Boulskom,village,8
Baskouda,village,8
Nianiara,village,8
Peramera,village,8
Tempelga,village,8
Souankuy,village,8
Soundogo,village,8
Wirilona,village,8
Dangbara,village,8
Lanfièra,departement,8
Bontioli,village,8
Dapologo,village,8
Foroteon,village,8
Pampakuy,village,8
Baobokin,village,8
Bangasse,village,8
Oueresse,village,8
Tontenga,village,8
Ouemboye,village,8
Timtenga,village,8
Bourasso,departement,8
Djibasso,departement,8
Doumbala,departement,8
Zissegre,village,8
Bondokuy,departement,8
Dédougou,departement,8
Towogodo,village,8
Douroula,departement,8
Ouarkoye,departement,8
Tchériba,departement,8
Dazanrin,village,8
Darbilin,village,8
Zom-Kome,village,8
Kiembara,departement,8
Dondolle,village,8
Yebelela,village,8
Gongoura,village,8
Waltiera,village,8
Waftoega,village,8
Tougouri,village,8
Torokoto,village,8
Tibtenga,village,8
Tangasgo,village,8
Kankoura,village,8
Niempiro,village,8
Ntonhiro,village,8
Koulwoko,village,8
Roanguin,village,8
Orkounou,village,8
Paspanga,village,8
Niangado,village,8
Namsigui,village,8
Tiakoura,village,8
Nedeguin,village,8
Kougouri,village,8
Tinguera,village,8
Tordiera,village,8
Kankande,village,8
Kamsaogo,village,8
Illyalla,village,8
Pistenga,village,8
Sakoinse,village,8
Bangande,village,8
Hamayala,village,8
Tidmarel,village,8
Pamtiaro,village,8
Bonkolou,village,8
Magadian,village,8
Boladouo,village,8
Sambagou,village,8
Bottogui,village,8
Tanziega,village,8
Dowendou,village,8
Moussoua,village,8
Zeydrabe,village,8
Dissomey,village,8
Koulakou,village,8
Pelbilin,village,8
Ouarghin,village,8
Beldiabe,village,8
Koumbili,village,8
Tankolon,village,8
Kombougo,village,8
Intangom,village,8
Douroula,village,8
Sogpelce,village,8
Karabole,village,8
Gorgadji,village,8
Simateon,village,8
Nougbini,village,8
Tin-Koff,village,8
Koussiri,village,8
Nadoulou,village,8
Diaounga,village,8
Gongondi,village,8
Ba-Peulh,village,8
Niabouri,village,8
Lamzoudo,village,8
Bountara,village,8
Yarkanre,village,8
Baguiomo,village,8
Tiempara,village,8
Tambilou,village,8
Nazoanga,village,8
Setadouo,village,8
Niassono,village,8
Pobanseo,village,8
Toemissi,village,8
Paradouo,village,8
Seytenga,village,8
Niobouro,village,8
Kekenene,village,8
Lanfiera,village,8
Gaskinde,village,8
Saonghin,village,8
Sidibebe,village,8
Sougoudi,village,8
Parougri,village,8
Soffokel,village,8
Ouetinga,village,8
Gouroure,village,8
Kougbaga,village,8
Guidissi,village,8
Donafara,village,8
Mahouana,village,8
Yattakou,village,8
Kalpongo,village,8
Kaleinga,village,8
Nioughin,village,8
Diontala,village,8
Tiokpolo,village,8
Tidyalie,village,8
Darodine,village,8
Nabadogo,village,8
Bonfesso,village,8
Dagbilin,village,8
Bondigui,village,8
Koussiba,village,8
Nianguel,village,8
Goseye 2,village,8
Dindeogo,village,8
Zilateon,village,8
Toussana,village,8
Silgadji,village,8
Kalwenga,village,8
Tinhouri,village,8
Ley-Seno,village,8
Bouassan,village,8
Zangoula,village,8
Tadoteon,village,8
Dassanga,village,8
Bougoure,village,8
Rabinsma,village,8
Kamateon,village,8
Ipreteon,village,8
Gangalma,village,8
Korizena,village,8
Boebango,village,8
Samtinga,village,8
Djimbara,village,8
Ambourma,village,8
Waguessi,village,8
Lillingo,village,8
Nagrigre,village,8
Guitanga,village,8
Semapoun,village,8
Balliata,village,8
Vohogdin,village,8
Youtenga,village,8
Fourbira,village,8
Nafbanka,village,8
Guedanga,village,8
Set-Sere,village,8
Debentia,village,8
Semtenga,village,8
Dangouna,village,8
Lioulgou,village,8
Gounghin,village,8
Nafourgo,village,8
Mankoula,village,8
Bepoidyr,village,8
Kabourou,village,8
Belehede,village,8
Kostenga,village,8
Djaoutel,village,8
Dakonsin,village,8
Boudoudi,village,8
Perkouan,village,8
Gagara 1,village,8
Gagara 2,village,8
Goulagon,village,8
Gankouna,village,8
Dialgaye,village,8
Gomtenga,village,8
Tiakoure,village,8
Baleledo,village,8
Yambasse,village,8
Balignar,village,8
Tambalan,village,8
Dambam 2,village,8
Bekapore,village,8
Gatougou,village,8
Kalwinga,village,8
Doumbala,village,8
Goudoubo,village,8
Outoulou,village,8
Rassouly,village,8
Boulghin,village,8
Essapoun,village,8
Sigoguin,village,8
Moukouan,village,8
Niagassi,village,8
Sidtenga,village,8
Nayalgue,village,8
Katchari,village,8
Niaptana,village,8
Tamtinga,village,8
Sampelga,village,8
Kamsando,village,8
Bagwokin,village,8
Mouvielo,village,8
Komtigre,village,8
Vinadouo,village,8
Dambam 1,village,8
Kpakpara,village,8
Gaonghin,village,8
Barindja,village,8
Tourouba,village,8
Tantiaga,village,8
Yabogane,village,8
Henlekuy,village,8
Thematan,village,8
Gontinga,village,8
Waboti I,village,8
Dankoble,village,8
Kioungho,village,8
Kisbouga,village,8
Zilivele,village,8
Konsabla,village,8
Komyargo,village,8
Boanekuy,village,8
Dessouma,village,8
Bangoula,village,8
Tangonko,village,8
Soumkoum,village,8
Sabraogo,village,8
Kiembara,village,8
Ouaregou,village,8
Inagabou,village,8
Balembar,village,8
Peoukoye,village,8
Kiendabe,village,8
Koumbara,village,8
Kactinga,village,8
Bamperla,village,8
Kourakou,village,8
Tringuel,village,8
Boutonou,village,8
Nangouma,village,8
Nemelaye,village,8
Djibondi,village,8
Kontiana,village,8
Damdegou,village,8
Kossilci,village,8
Kinkirou,village,8
Kikigogo,village,8
Tambondi,village,8
Salmossi,village,8
Navrikpe,village,8
Konkosse,village,8
Fitingue,village,8
Bangassi,village,8
Gourbala,village,8
Zargoama,village,8
Gourongo,village,8
Gombele,village,7
Ninigui,village,7
Battoum,village,7
Sankoue,village,7
Tiendre,village,7
Goungam,village,7
Sikende,village,7
Bomboel,village,7
Danekuy,village,7
Torosso,village,7
Dalinga,village,7
Mamassi,village,7
Ourkoum,village,7
Samakuy,village,7
Gagnime,village,7
Banfora,departement,7
Lankoué,departement,7
Guidere,village,7
Tadabat,village,7
Oronkua,village,7
Markoye,village,7
Orpoune,village,7
Tombila,village,7
Pendogo,village,7
Nimpouy,village,7
Pouleba,village,7
Wahable,village,7
Kassoum,departement,7
Kingria,village,7
Aladjou,village,7
Baribsi,village,7
Poundou,village,7
Zinteon,village,7
Kolinka,village,7
Gomboro,departement,7
Gangaol,village,7
Gossina,departement,7
Doubare,village,7
Arbinda,village,7
Koumbri,village,7
Bognori,village,7
Harkora,village,7
Bindere,village,7
Lontari,village,7
Siguide,village,7
Dergane,village,7
Siewali,village,7
Siekoro,village,7
Gouyale,village,7
Diebiro,village,7
Wangara,village,7
Niankar,village,7
Diourao,village,7
Siniena,village,7
Sitiena,village,7
Tangora,village,7
Aourema,village,7
Mounkuy,village,7
Gorguel,village,7
Samtaga,village,7
Nabasso,village,7
Sissile,village,7
Longuin,village,7
Soudogo,village,7
Lokinde,village,7
Sinkiro,village,7
Keltore,village,7
Nkinora,village,7
Zamdogo,village,7
Babonga,village,7
Bombara,village,7
Tassiri,village,7
Monsona,village,7
Borekuy,village,7
Perakuy,village,7
Bambara,village,7
Kaldera,village,7
Langara,village,7
Baguera,village,7
Madouba,departement,7
Kombori,departement,7
Bombora,village,7
Kolasso,village,7
Bamloye,village,7
Bamguel,village,7
Tansila,departement,7
Dampela,village,7
Niofila,village,7
Adoudie,village,7
Solenzo,departement,7
Bagassi,departement,7
Goungre,village,7
Yorkiar,village,7
Yalanga,village,7
Sompora,village,7
Tassona,village,7
Tiopolo,village,7
Gorgare,village,7
Kalsaka,village,7
Mansila,village,7
Djigoue,village,7
Sampopo,village,7
Guessel,village,7
Arbinda,departement,7
Ziniaré,departement,7
Zitenga,departement,7
Mallere,village,7
Yarbila,village,7
Markoye,departement,7
Lankoue,village,7
Kampiti,village,7
Pathiri,village,7
Kabeika,village,7
Gninsou,village,7
Tiéfora,departement,7
Djiguel,departement,7
Boulkon,village,7
Boadoma,village,7
Badinga,village,7
Arbolle,village,7
Gorongo,village,7
Gotogou,village,7
Mansila,departement,7
Foulgou,village,7
M'bamga,village,7
Absouya,departement,7
Toéghin,departement,7
Zoungou,departement,7
Yendere,village,7
Yakouta,village,7
Koumbia,departement,7
Kaidare,village,7
Fogolde,village,7
Arbollé,departement,7
Bassana,village,7
Banwela,village,7
Kalsaga,departement,7
Kalsaka,departement,7
Kitagou,village,7
Koumbri,departement,7
Tangaye,departement,7
Boussou,departement,7
Katoulo,village,7
Toumani,village,7
Mogtédo,departement,7
Woulaka,village,7
Kombara,village,7
Oronkua,departement,7
Sokoura,village,7
Pouanya,village,7
Kadiogo,province,7
Mouhoun,province,7
Kadomba,village,7
Oueleni,village,7
Bossora,village,7
Nahouri,province,7
Bargare,village,7
Tenasso,village,7
Oudalan,province,7
Passore,province,7
Sanguie,province,7
Fankara,village,7
Bagassi,village,7
Balgogo,village,7
Beguele,village,7
Lougoua,village,7
Beybaye,village,7
Sissili,province,7
Yatenga,province,7
Zondoma,province,7
Bambofa,village,7
Boulgou,province,7
Legmoin,departement,7
Binguel,village,7
Midébdo,departement,7
Nianaba,village,7
Midebdo,departement,7
Sipohin,village,7
Senasso,village,7
Niamana,village,7
Mondeso,village,7
Lerasso,village,7
Djigoué,departement,7
Nganoua,village,7
Gondaga,village,7
Fignana,village,7
Dangade,village,7
Boureye,village,7
Madouba,village,7
Bouloye,village,7
Tiarako,village,7
Kobadah,village,7
Burkina,country,7
Yebelba,village,7
Gourara,village,7
Founzan,departement,7
Feterde,village,7
Yankoro,village,7
Boussou,village,7
Zilaore,village,7
Wapense,village,7
Koupéla,departement,7
Varpouo,village,7
Larabin,village,7
Karekuy,village,7
Oudouga,village,7
Deiberi,village,7
Tanwefo,village,7
Sitoega,village,7
Guibaré,departement,7
Gounian,village,7
Nasséré,departement,7
Darkoye,village,7
Boukari,village,7
Niangla,village,7
Maceono,village,7
Dohoure,village,7
Kinsere,village,7
Lelesgo,village,7
Lalgaye,departement,7
Loumana,departement,7
Manekuy,village,7
Tonsere,village,7
Ouéléni,departement,7
Béguédo,departement,7
Bissiga,departement,7
Koeneba,village,7
Loumana,village,7
Negueni,village,7
Gangani,village,7
Danaoua,village,7
Garango,departement,7
Solsala,village,7
Niaogho,departement,7
Tchelel,village,7
Zambele,village,7
Sourani,village,7
Konkoro,village,7
Terbiel,village,7
Bouroum,departement,7
Pibaoré,departement,7
Namague,village,7
Datambi,village,7
Gabouga,village,7
Diapaga,departement,7
Folonzo,village,7
Niankuy,village,7
Goronga,village,7
Logobou,departement,7
Mourdie,village,7
Derhogo,village,7
Tiabwal,village,7
Takoulo,village,7
Tambaga,departement,7
Nofesso,village,7
Solonso,village,7
Kangala,departement,7
Dibissi,village,7
Fererio,village,7
Wiboria,village,7
Kargono,village,7
Orodara,departement,7
Sabouna,village,7
Tiebata,village,7
Koullou,village,7
Babakuy,village,7
Pibaore,departement,7
Niamang,village,7
Kontele,village,7
Pissila,departement,7
Kelworo,village,7
Kietogo,village,7
Ramongo,departement,7
Sourgou,departement,7
Diobbou,village,7
Boutaya,village,7
Bakouya,village,7
Demniol,village,7
Tiébélé,departement,7
Tiebele,departement,7
Taslima,village,7
Bilanga,departement,7
Sompela,village,7
Bogandé,departement,7
Lintiba,village,7
Sokongo,village,7
Kayegue,village,7
Masbore,village,7
Younora,village,7
Kimtara,village,7
Porokuy,village,7
Pokouro,village,7
Tindila,village,7
Sangolo,village,7
Zienkuy,village,7
Toungou,village,7
Ouaelle,village,7
Foumera,village,7
Bankora,village,7
Lilkana,village,7
Noussou,village,7
Nagsene,village,7
Bantara,village,7
Sakouli,village,7
Simbora,village,7
Kolbila,village,7
Goungha,village,7
Gandado,village,7
Niassan,village,7
Konkera,village,7
Tansila,village,7
Tolompo,village,7
Salibor,village,7
Kokouna,village,7
Gadghin,village,7
Bavoule,village,7
Libiele,village,7
Batiara,village,7
Berkoue,village,7
Gouingo,village,7
Kouneni,village,7
Kourkuy,village,7
Tenoule,village,7
Gondogo,village,7
Moanega,village,7
Danaogo,village,7
Barsera,village,7
Ouorowe,village,7
Sagoeta,village,7
Gbingue,village,7
Batenga,village,7
Absouya,village,7
Tamouga,village,7
Tripora,village,7
Baskare,village,7
Manesse,village,7
Gbadora,village,7
Etoayou,village,7
Gouamba,village,7
Gongone,village,7
Mintara,village,7
Moulera,village,7
Gompare,village,7
Nambira,village,7
Worokuy,village,7
Sollobo,village,7
Niamina,village,7
Yorsala,village,7
Bilatio,village,7
Nimpira,village,7
Niolkar,village,7
Tiankuy,village,7
Mantaka,village,7
Ouarbio,village,7
Passena,village,7
Dakayes,village,7
Illigue,village,7
Beneyou,village,7
Kouleho,village,7
Tinkera,village,7
Gnoyora,village,7
Zondoma,village,7
Toemigo,village,7
Loyargo,village,7
Ridimbo,village,7
Raoumde,village,7
Banouba,village,7
Tindiar,village,7
Gbalara,village,7
Tindiao,village,7
Sokoula,village,7
Kpapira,village,7
Lebenga,village,7
Kindibo,village,7
Guirina,village,7
Romissi,village,7
Benkadi,village,7
Kongara,village,7
Bekeyou,village,7
Samissi,village,7
Kankono,village,7
Limsega,village,7
